id, Start Time, End Time, Feed Type, Quantity (oz), Quantity (ml or g), Notes, Duration (Minutes), Food Type, Unit, Bottle Type
191,06:22:54 03-16-2021,06:38:54 03-16-2021,Left Breast,,,,16,Breast Milk,,
190,03:10:52 03-16-2021,03:30:59 03-16-2021,Right Breast,,,,20,Breast Milk,,
189,00:00:49 03-16-2021,00:13:52 03-16-2021,Left Breast,,,,13,Breast Milk,,
188,19:53:22 03-15-2021,20:03:26 03-15-2021,Right Breast,,,,10,Breast Milk,,
186,19:05:20 03-15-2021,19:10:59 03-15-2021,Right Breast,,,,5,Breast Milk,,
185,17:40:53 03-15-2021,18:01:01 03-15-2021,Left Breast,,,,20,Breast Milk,,
184,15:43:28 03-15-2021,15:51:40 03-15-2021,Left Breast,,,,8,Breast Milk,,
183,13:29:59 03-15-2021,13:42:01 03-15-2021,Right Breast,,,,12,Breast Milk,,
182,10:51:59 03-15-2021,11:13:43 03-15-2021,Left Breast,,,,21,Breast Milk,,
181,08:32:45 03-15-2021,08:40:08 03-15-2021,Right Breast,,,,7,Breast Milk,,
180,06:30:46 03-15-2021,06:36:42 03-15-2021,Left Breast,,,,5,Breast Milk,,
179,05:59:10 03-15-2021,06:04:23 03-15-2021,Left Breast,,,,5,Breast Milk,,
178,04:12:55 03-15-2021,04:28:03 03-15-2021,Left Breast,,,,15,Breast Milk,,
177,01:25:25 03-15-2021,01:35:23 03-15-2021,Right Breast,,,,9,Breast Milk,,
176,00:54:48 03-15-2021,01:02:04 03-15-2021,Right Breast,,,,7,Breast Milk,,
175,21:39:27 03-14-2021,21:52:04 03-14-2021,Left Breast,,,,12,Breast Milk,,
174,18:42:29 03-14-2021,19:02:33 03-14-2021,Right Breast,,,,20,Breast Milk,,
173,15:52:55 03-14-2021,16:23:13 03-14-2021,Right Breast,,,,30,Breast Milk,,
172,14:33:36 03-14-2021,14:48:21 03-14-2021,Right Breast,,,,14,Breast Milk,,
171,12:31:57 03-14-2021,12:42:28 03-14-2021,Left Breast,,,,10,Breast Milk,,
170,10:21:34 03-14-2021,10:30:51 03-14-2021,Right Breast,,,,9,Breast Milk,,
169,08:04:03 03-14-2021,08:19:14 03-14-2021,Left Breast,,,,15,Breast Milk,,
168,05:08:10 03-14-2021,05:31:48 03-14-2021,Right Breast,,,,23,Breast Milk,,
167,03:27:18 03-14-2021,03:37:25 03-14-2021,Left Breast,,,,10,Breast Milk,,
166,00:55:08 03-14-2021,01:06:04 03-14-2021,Right Breast,,,,10,Breast Milk,,
165,22:05:41 03-13-2021,22:15:26 03-13-2021,Left Breast,,,,9,Breast Milk,,
164,18:25:48 03-13-2021,18:40:52 03-13-2021,Right Breast,,,,15,Breast Milk,,
163,17:30:19 03-13-2021,17:37:49 03-13-2021,Right Breast,,,,7,Breast Milk,,
162,15:59:35 03-13-2021,16:10:15 03-13-2021,Left Breast,,,,10,Breast Milk,,
161,14:04:45 03-13-2021,14:11:08 03-13-2021,Left Breast,,,,6,Breast Milk,,
160,12:39:13 03-13-2021,12:44:13 03-13-2021,Right Breast,,,,5,Breast Milk,,
159,10:36:51 03-13-2021,10:52:11 03-13-2021,Left Breast,,,,15,Breast Milk,,
158,08:36:58 03-13-2021,08:46:18 03-13-2021,Right Breast,,,,9,Breast Milk,,
157,06:11:53 03-13-2021,06:19:20 03-13-2021,Left Breast,,,,7,Breast Milk,,
156,04:54:00 03-13-2021,04:59:02 03-13-2021,Right Breast,,,,5,Breast Milk,,
155,04:20:03 03-13-2021,04:24:07 03-13-2021,Right Breast,,,,4,Breast Milk,,
154,02:50:55 03-13-2021,03:05:59 03-13-2021,Left Breast,,,,15,Breast Milk,,
153,23:31:11 03-12-2021,23:49:06 03-12-2021,Right Breast,,,,17,Breast Milk,,
152,20:20:19 03-12-2021,20:28:17 03-12-2021,Left Breast,,,,7,Breast Milk,,
151,19:35:13 03-12-2021,19:45:17 03-12-2021,Left Breast,,,,10,Breast Milk,,
150,18:00:50 03-12-2021,18:05:04 03-12-2021,Left Breast,,,,4,Breast Milk,,
149,17:35:31 03-12-2021,17:52:43 03-12-2021,Right Breast,,,,17,Breast Milk,,
148,17:05:17 03-12-2021,17:09:19 03-12-2021,Right Breast,,,,4,Breast Milk,,
147,14:06:45 03-12-2021,14:17:49 03-12-2021,Left Breast,,,,11,Breast Milk,,
146,13:19:17 03-12-2021,13:31:25 03-12-2021,Right Breast,,,,12,Breast Milk,,
145,11:16:49 03-12-2021,11:21:35 03-12-2021,Right Breast,,,,4,Breast Milk,,
144,09:01:00 03-12-2021,09:10:56 03-12-2021,Left Breast,,,,9,Breast Milk,,
143,07:26:30 03-12-2021,07:36:13 03-12-2021,Right Breast,,,,9,Breast Milk,,
142,04:30:49 03-12-2021,04:39:46 03-12-2021,Left Breast,,,,8,Breast Milk,,
141,03:05:34 03-12-2021,03:14:23 03-12-2021,Right Breast,,,,8,Breast Milk,,
140,03:02:20 03-12-2021,03:05:33 03-12-2021,Left Breast,,,,3,Breast Milk,,
139,01:24:56 03-12-2021,01:35:18 03-12-2021,Left Breast,,,,10,Breast Milk,,
138,23:49:31 03-11-2021,23:52:47 03-11-2021,Right Breast,,,,3,Breast Milk,,
137,22:00:05 03-11-2021,22:10:39 03-11-2021,Right Breast,,,,10,Breast Milk,,
136,21:19:44 03-11-2021,21:24:32 03-11-2021,Left Breast,,,,4,Breast Milk,,
135,19:16:15 03-11-2021,19:35:51 03-11-2021,Left Breast,,,,19,Breast Milk,,
134,18:12:36 03-11-2021,18:15:42 03-11-2021,Left Breast,,,,3,Breast Milk,,
133,16:19:12 03-11-2021,16:36:20 03-11-2021,Right Breast,,,,17,Breast Milk,,
132,12:51:33 03-11-2021,13:01:15 03-11-2021,Left Breast,,,,9,Breast Milk,,
131,09:39:02 03-11-2021,09:55:40 03-11-2021,Right Breast,,,,16,Breast Milk,,
130,06:37:58 03-11-2021,06:50:08 03-11-2021,Left Breast,,,,12,Breast Milk,,
129,03:23:58 03-11-2021,03:31:24 03-11-2021,Left Breast,,,,7,Breast Milk,,
128,02:44:26 03-11-2021,03:16:57 03-11-2021,Right Breast,,,,32,Breast Milk,,
127,00:45:09 03-11-2021,00:53:30 03-11-2021,Left Breast,,,,8,Breast Milk,,
126,21:27:44 03-10-2021,21:45:06 03-10-2021,Right Breast,,,,17,Breast Milk,,
125,17:54:45 03-10-2021,18:10:37 03-10-2021,Left Breast,,,,15,Breast Milk,,
124,15:01:53 03-10-2021,15:17:43 03-10-2021,Right Breast,,,,15,Breast Milk,,
123,13:08:32 03-10-2021,13:18:45 03-10-2021,Left Breast,,,,10,Breast Milk,,
122,10:51:43 03-10-2021,11:00:02 03-10-2021,Right Breast,,,,8,Breast Milk,,
121,08:35:57 03-10-2021,08:46:07 03-10-2021,Left Breast,,,,10,Breast Milk,,
120,05:21:37 03-10-2021,05:37:58 03-10-2021,Right Breast,,,,16,Breast Milk,,
119,03:15:04 03-10-2021,03:20:13 03-10-2021,Right Breast,,,,5,Breast Milk,,
118,02:57:19 03-10-2021,03:02:18 03-10-2021,Left Breast,,,,4,Breast Milk,,
117,01:23:07 03-10-2021,01:38:52 03-10-2021,Left Breast,,,,15,Breast Milk,,
116,23:51:48 03-09-2021,23:58:49 03-09-2021,Left Breast,,,,7,Breast Milk,,
115,19:57:41 03-09-2021,20:01:01 03-09-2021,Right Breast,,,,3,Breast Milk,,
114,19:50:07 03-09-2021,19:57:34 03-09-2021,Left Breast,,,,7,Breast Milk,,
113,18:25:00 03-09-2021,18:31:58 03-09-2021,Right Breast,,,,6,Breast Milk,,
112,15:24:18 03-09-2021,15:33:05 03-09-2021,Left Breast,,,,8,Breast Milk,,
111,13:18:02 03-09-2021,13:27:09 03-09-2021,Right Breast,,,,9,Breast Milk,,
110,12:02:29 03-09-2021,12:10:33 03-09-2021,Left Breast,,,,8,Breast Milk,,
109,08:44:27 03-09-2021,08:55:58 03-09-2021,Left Breast,,,,11,Breast Milk,,
108,08:29:58 03-09-2021,08:40:19 03-09-2021,Right Breast,,,,10,Breast Milk,,
107,05:46:51 03-09-2021,05:53:40 03-09-2021,Left Breast,,,,6,Breast Milk,,
106,04:42:28 03-09-2021,04:50:25 03-09-2021,Right Breast,,,,7,Breast Milk,,
105,01:57:53 03-09-2021,02:05:03 03-09-2021,Right Breast,,,,7,Breast Milk,,
104,01:50:43 03-09-2021,01:57:52 03-09-2021,Left Breast,,,,7,Breast Milk,,
103,22:08:46 03-08-2021,22:19:24 03-08-2021,Left Breast,,,,10,Breast Milk,,
102,20:07:29 03-08-2021,20:42:50 03-08-2021,Right Breast,,,,35,Breast Milk,,
101,16:58:05 03-08-2021,17:02:06 03-08-2021,Right Breast,,,,4,Breast Milk,,
100,16:41:42 03-08-2021,16:58:04 03-08-2021,Left Breast,,,,16,Breast Milk,,
99,15:39:32 03-08-2021,15:44:02 03-08-2021,Right Breast,,,,4,Breast Milk,,
98,13:50:32 03-08-2021,13:55:32 03-08-2021,Right Breast,,,,5,Breast Milk,,
97,12:18:26 03-08-2021,12:31:46 03-08-2021,Left Breast,,,,13,Breast Milk,,
96,10:04:14 03-08-2021,10:09:14 03-08-2021,Right Breast,,,,5,Breast Milk,,
95,08:33:08 03-08-2021,08:44:50 03-08-2021,Left Breast,,,,11,Breast Milk,,
94,06:52:26 03-08-2021,06:57:29 03-08-2021,Right Breast,,,,5,Breast Milk,,
93,04:48:00 03-08-2021,04:58:31 03-08-2021,Left Breast,,,,10,Breast Milk,,
92,01:17:04 03-08-2021,01:28:26 03-08-2021,Right Breast,,,,11,Breast Milk,,
91,21:41:09 03-07-2021,21:55:09 03-07-2021,Right Breast,,,,14,Breast Milk,,
90,20:42:45 03-07-2021,20:54:07 03-07-2021,Left Breast,,,,11,Breast Milk,,
89,18:37:20 03-07-2021,18:45:51 03-07-2021,Right Breast,,,,8,Breast Milk,,
88,18:26:01 03-07-2021,18:32:19 03-07-2021,Right Breast,,,,6,Breast Milk,,
87,17:23:24 03-07-2021,17:35:53 03-07-2021,Left Breast,,,,12,Breast Milk,,
86,15:21:43 03-07-2021,15:29:35 03-07-2021,Right Breast,,,,7,Breast Milk,,
85,13:41:25 03-07-2021,13:53:37 03-07-2021,Left Breast,,,,12,Breast Milk,,
84,11:38:13 03-07-2021,11:42:25 03-07-2021,Left Breast,,,,4,Breast Milk,,
83,10:30:04 03-07-2021,10:34:56 03-07-2021,Right Breast,,,,4,Breast Milk,,
82,08:37:37 03-07-2021,08:44:39 03-07-2021,Right Breast,,,,7,Breast Milk,,
81,06:26:55 03-07-2021,06:48:21 03-07-2021,Left Breast,,,,21,Breast Milk,,
80,04:15:29 03-07-2021,04:20:07 03-07-2021,Right Breast,,,,4,Breast Milk,,
79,03:00:09 03-07-2021,03:08:23 03-07-2021,Left Breast,,,,8,Breast Milk,,
78,02:40:43 03-07-2021,02:47:31 03-07-2021,Left Breast,,,,6,Breast Milk,,
77,02:01:46 03-07-2021,02:15:31 03-07-2021,Left Breast,,,,13,Breast Milk,,
76,23:07:44 03-06-2021,23:26:11 03-06-2021,Left Breast,,,,18,Breast Milk,,
75,22:50:49 03-06-2021,23:05:52 03-06-2021,Right Breast,,,,15,Breast Milk,,
74,19:12:48 03-06-2021,19:23:12 03-06-2021,Left Breast,,,,10,Breast Milk,,
73,18:12:00 03-06-2021,18:20:47 03-06-2021,Right Breast,,,,8,Breast Milk,,
72,16:15:28 03-06-2021,16:24:02 03-06-2021,Left Breast,,,,8,Breast Milk,,
71,14:46:39 03-06-2021,15:06:48 03-06-2021,Right Breast,,,,20,Breast Milk,,
70,13:20:11 03-06-2021,13:23:45 03-06-2021,Right Breast,,,,3,Breast Milk,,
69,13:05:21 03-06-2021,13:20:10 03-06-2021,Left Breast,,,,14,Breast Milk,,
68,09:52:53 03-06-2021,10:07:16 03-06-2021,Right Breast,,,,14,Breast Milk,,
67,07:30:29 03-06-2021,07:49:34 03-06-2021,Left Breast,,,,19,Breast Milk,,
65,04:15:00 03-06-2021,04:38:25 03-06-2021,Left Breast,,,,23,Breast Milk,,
64,02:26:14 03-06-2021,02:53:23 03-06-2021,Right Breast,,,,27,Breast Milk,,
63,01:35:41 03-06-2021,01:41:40 03-06-2021,Right Breast,,,,5,Breast Milk,,
62,21:10:17 03-05-2021,21:29:06 03-05-2021,Right Breast,,,,18,Breast Milk,,
61,19:19:39 03-05-2021,19:27:27 03-05-2021,Left Breast,,,,7,Breast Milk,,
60,18:33:05 03-05-2021,18:37:39 03-05-2021,Left Breast,,,,4,Breast Milk,,
59,17:19:17 03-05-2021,17:31:41 03-05-2021,Right Breast,,,,12,Breast Milk,,
58,17:16:09 03-05-2021,17:19:11 03-05-2021,Left Breast,,,,3,Breast Milk,,
57,15:11:26 03-05-2021,15:26:42 03-05-2021,Left Breast,,,,15,Breast Milk,,
55,13:00:10 03-05-2021,13:25:46 03-05-2021,Right Breast,,,,25,Breast Milk,,
54,11:29:34 03-05-2021,11:35:03 03-05-2021,Left Breast,,,,5,Breast Milk,,
53,10:08:25 03-05-2021,10:13:56 03-05-2021,Right Breast,,,,5,Breast Milk,,
52,08:08:49 03-05-2021,08:17:05 03-05-2021,Left Breast,,,,8,Breast Milk,,
51,06:14:18 03-05-2021,06:19:41 03-05-2021,Right Breast,,,,5,Breast Milk,,
50,04:24:59 03-05-2021,04:32:56 03-05-2021,Left Breast,,,,7,Breast Milk,,
49,02:51:00 03-05-2021,03:00:42 03-05-2021,Left Breast,,,,9,Breast Milk,,
48,00:33:18 03-05-2021,00:52:58 03-05-2021,Right Breast,,,,19,Breast Milk,,
47,20:42:39 03-04-2021,20:51:00 03-04-2021,Left Breast,,,,8,Breast Milk,,
46,19:00:28 03-04-2021,19:24:43 03-04-2021,Right Breast,,,,24,Breast Milk,,
45,16:39:43 03-04-2021,16:42:04 03-04-2021,Left Breast,,,,2,Breast Milk,,
44,15:23:56 03-04-2021,15:54:20 03-04-2021,Right Breast,,,,30,Breast Milk,,
43,14:33:32 03-04-2021,14:46:25 03-04-2021,Right Breast,,,,12,Breast Milk,,
42,12:52:29 03-04-2021,12:58:16 03-04-2021,Left Breast,,,,5,Breast Milk,,
41,11:54:19 03-04-2021,12:01:36 03-04-2021,Left Breast,,,,7,Breast Milk,,
40,09:42:58 03-04-2021,09:50:14 03-04-2021,Right Breast,,,,7,Breast Milk,,
39,08:37:04 03-04-2021,08:43:32 03-04-2021,Left Breast,,,,6,Breast Milk,,
38,06:30:53 03-04-2021,06:36:28 03-04-2021,Right Breast,,,,5,Breast Milk,,
37,04:00:37 03-04-2021,04:19:42 03-04-2021,Left Breast,,,,19,Breast Milk,,
36,01:44:55 03-04-2021,01:51:26 03-04-2021,Left Breast,,,,6,Breast Milk,,
35,01:15:48 03-04-2021,01:29:10 03-04-2021,Right Breast,,,,13,Breast Milk,,
34,00:27:32 03-04-2021,00:44:36 03-04-2021,Right Breast,,,,17,Breast Milk,,
33,22:46:03 03-03-2021,22:52:18 03-03-2021,Left Breast,,,,6,Breast Milk,,
32,19:50:22 03-03-2021,19:57:41 03-03-2021,Right Breast,,,,7,Breast Milk,,
31,18:50:17 03-03-2021,19:00:23 03-03-2021,Left Breast,,,,10,Breast Milk,,
30,17:51:16 03-03-2021,18:09:16 03-03-2021,Right Breast,,,,18,Breast Milk,,
28,15:56:02 03-03-2021,16:12:21 03-03-2021,Left Breast,,,,16,Breast Milk,,
27,14:40:28 03-03-2021,14:49:36 03-03-2021,Right Breast,,,,9,Breast Milk,,
26,13:07:52 03-03-2021,13:22:59 03-03-2021,Left Breast,,,,15,Breast Milk,,
25,10:29:40 03-03-2021,10:35:46 03-03-2021,Left Breast,,,,6,Breast Milk,,
24,09:46:53 03-03-2021,09:50:43 03-03-2021,Left Breast,,,,3,Breast Milk,,
23,08:05:11 03-03-2021,08:40:11 03-03-2021,Right Breast,,,,35,Breast Milk,,
22,05:46:20 03-03-2021,06:04:23 03-03-2021,Right Breast,,,,18,Breast Milk,,
21,04:29:32 03-03-2021,04:32:07 03-03-2021,Right Breast,,,,2,Breast Milk,,
20,02:10:43 03-03-2021,02:30:43 03-03-2021,Left Breast,,,,20,Breast Milk,,
17,23:27:43 03-02-2021,23:38:59 03-02-2021,Right Breast,,,,11,Breast Milk,,
16,19:52:02 03-02-2021,20:02:13 03-02-2021,Left Breast,,,,10,Breast Milk,,
15,18:46:40 03-02-2021,18:58:47 03-02-2021,Right Breast,,,,12,Breast Milk,,
14,17:10:59 03-02-2021,17:25:40 03-02-2021,Left Breast,,,,14,Breast Milk,,
13,16:29:58 03-02-2021,16:41:19 03-02-2021,Right Breast,,,,11,Breast Milk,,
12,14:20:19 03-02-2021,14:35:27 03-02-2021,Left Breast,,,,15,Breast Milk,,
11,13:49:51 03-02-2021,14:21:20 03-02-2021,Right Breast,,,,31,Breast Milk,,
10,12:43:46 03-02-2021,12:52:08 03-02-2021,Right Breast,,,,8,Breast Milk,,
9,10:35:09 03-02-2021,10:44:49 03-02-2021,Left Breast,,,,9,Breast Milk,,
8,09:03:32 03-02-2021,09:21:11 03-02-2021,Right Breast,,,,17,Breast Milk,,
7,06:33:45 03-02-2021,06:41:17 03-02-2021,Left Breast,,,,7,Breast Milk,,
5,04:17:35 03-02-2021,04:23:08 03-02-2021,Left Breast,,,,5,Breast Milk,,
2,02:40:37 03-02-2021,03:00:51 03-02-2021,Right Breast,,,,20,Breast Milk,,
3,00:01:41 03-02-2021,00:17:41 03-02-2021,Left Breast,,,,16,Breast Milk,,
4,20:38:32 03-01-2021,20:54:32 03-01-2021,Right Breast,,,,16,Breast Milk,,
